OBJECTID,Route,Signing,Qualifier,Ramp,ID,County Order,Factor Group,Station Start,Station End,HPMS Sample ID,Bridge ID,Railroad Crossing,NHS,Roadway Name,Roadway Number,Speed,Oneway,Region County Station,Station ID,Route ID,From Measure,To Measure,COUNT_STATS_ID,County FIPS,Station Number,Continuous Count Site ID,Functional Class,Federal Direction,Full Count,Oneway Flag,Calculation Year,AE_Flag,AADT,DHV,DDHV,Single Unit AADT,Combination Unit AADT,Most Recent Count Year,Most Recent AADT,K-Factor,D-Factor,2nd Most Recent Count Year,2nd Most Recent AADT,3rd Most Recent Count Year,3rd Most Recent AADT,4th Most Recent Count Year,4th Most Recent AADT,Class Count Year,Class F3 - F13 %,Truck or Heavy Vehicle %,Single Unit Truck or Bus %,Combination Truck %,Motorcycle %,Passenger Vehicle %,Light Duty Truck %,Bus %,Single Unit Truck %,Axle Factor,Single Unit Peak %,CU_Peak,Class Group Year,Speed Count Year,Speed Limit,Average Speed,50th Percentile Speed,85th Percentile Speed,Vehicles Exceeding 55 mph,Vehicles Exceeding 65 mph,Average K-Factor,Average D-Factor,NYS Direction Code,Truck AADT,Symbolized Truck Percentage AADT,Truck AADT Type (Actual vs. Estimated),Truck Percent Source Field Name,Region Name,Region Number,County Number,Morning Highest Value,Afternoon Highest Value,Evening Highest Value
42214,787,1,1, ,100479,1,30,EXIT 5,AFTER I-90 OVER,3007792, , ,Y,Interstate 787, ,55, ,110154,110154,100479011,3.15,4.08,39158886,1,154,,11,Combined Total,Y,,2019,A,45347,4613,3213,1384,1276,2019,45347,10,70,2017,47050,2011,43646,2007,40265,2019,15,6,3,3,0,85,9,1,2,1,0,0,2019,2011,55,63,63,69,95,37,13.07251072,59.18663025,0,2660,6,Actual,,,,,4788,2234,4862
42219,32,3,1, ,100290,4,30,RT 9 CLINTON AVE,LOUDONVILLE RD,2016011, , , ,PEARL ST N, ,30, ,110016,110016,104500011,0.34,1.25,39246247,1,16,,16,Combined Total,Y,,2019,F,3817,398,253,136,27,2018,3824,10,64,2014,3887,2011,3588,2006,3900,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,163,4,Estimated,,,,,254,236,328
42230, , ,1, ,104688,1,30,SPRAGUE PLACE,NORTH ALLEN ST, , , ,Y,WESTERN AVE, ,30, ,111120,111120,104688011,0,1.35,39239901,1,1120,,14,Combined Total,Y,,2019,F,7478,613,336,332,2,2017,7510,8,55,2010,6563,2005,6029,2002,7683,2017,11,4,4,0,0,89,6,2,2,1,0,0,2019,2017,30,21,24,29,0,0,13.07251072,59.18663025,0,334,4,Actual,,,,,174,237,305
42244,787,1,1, ,100479,1,30,EXIT 5,AFTER I-90 OVER,3007792, , ,Y,Interstate 787, ,55, ,110154,110154,100479012,3.14,4.07,39158886,1,154,,11,Combined Total,Y,,2019,A,45347,4613,3213,1384,1276,2019,45347,10,70,2017,47050,2011,43646,2007,40265,2019,15,6,3,3,0,85,9,1,2,1,0,0,2019,2011,55,63,63,69,95,37,13.07251072,59.18663025,0,2660,6,Actual,,,,,4788,2234,4862
42254, , ,1, ,103438,1,30,CR 306,BETHLEHEM T/L,3009759,3301270, , ,KRUMKILL RD, ,35, ,111008,111008,103438011,0,2.73,39180496,1,1008,,17,Combined Total,Y,,2019,A,2624,347,273,79,4,2019,2624,13,79,2015,2193,2011,2275,2006,3265,2019,19,3,3,0,0,81,16,1,2,1,0,0,2019,2019,35,39,39,44,0,0,13.07251072,59.18663025,0,83,3,Actual,,,,,295,134,374
42289, , ,1, ,104356,1,30,RT 9 CLINTON AVE,COLONIE ST,2016006, , ,Y,LARK ST, ,30, ,111113,111113,104356011,0.81,1.12,39184631,1,1113,,14,Combined Total,Y,,2019,F,4499,417,272,87,0,2018,4509,9,65,2014,4389,2011,4095,2007,7639,2014,11,2,2,0,1,88,9,0,2,1,0,0,2019,2014,30,16,16,23,0,0,13.07251072,59.18663025,0,87,2,Actual,,,,,452,230,465
42297,20,2,1, ,100147,20,30,END 20/146 OLAP,RT 155 WESTMERE,3001922, , ,Y, , ,40, ,110213,110213,100147201,6.61,8.52,39246735,1,213,,14,Combined Total,Y,,2019,F,30078,2754,1809,1012,397,2017,30209,9,66,2005,41868,,,,,2017,16,5,3,1,0,84,12,1,2,1,0,0,2019,2017,40,41,43,48,1,0,13.07251072,59.18663025,0,1409,5,Actual,,,,,1897,2169,2971
42326,20,2,1, ,100147,20,30,ACC CROSSGATES MALL,RT 910F, ,1015970, ,Y, , ,40, ,110212,110212,100147201,10.56,10.96,39229261,1,212,,14,Combined Total,Y,,2019,F,45284,3857,2233,1709,630,2017,45481,9,58,2009,51463,2004,30455,2001,41126,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,2339,5,Estimated,,,,,3417,2870,3944
42327, , ,1, ,104678,1,30,CENTRAL AVE,COMMERCE AVE, , , , ,WATERVLIET AVE, ,30, ,111322,111322,104678011,0,0.32,39121554,1,1322,,17,Combined Total,Y,,2019,F,6784,590,331,404,2,2018,6803,9,56,2014,7048,2011,5038,,,2014,18,6,6,0,1,82,12,1,5,1,0,0,2019,2014,30,22,25,31,0,0,13.07251072,59.18663025,0,406,6,Actual,,,,,458,504,647
42366, , ,1, ,104379,1,30,ONTARIO ST,MANNING BLVD, , , , ,LIVINGSTON AVE, ,30, ,111264,111264,104379011,1.56,1.7,39245541,1,1264,,17,Combined Total,Y,,2019,F,4514,357,195,205,3,2016,4552,8,55,2010,4143,,,,,2016,18,5,5,0,0,82,13,2,3,1,0,0,2019,2016,30,24,26,32,0,0,13.07251072,59.18663025,0,208,5,Actual,,,,,257,311,342
42379,20,2,1, ,100147,20,30,RT 910F,CR 156 FULLER RD, , , ,Y, , ,40, ,110211,110211,100147201,10.96,11.25,39143886,1,211,,14,Combined Total,Y,,2019,F,25667,2330,1607,465,19,2017,25778,9,69,2010,24522,2005,34294,2002,29210,2017,10,2,2,0,0,90,8,1,1,1,0,0,2019,2017,40,27,29,37,0,0,13.07251072,59.18663025,0,484,2,Actual,,,,,1471,1598,1999
42392, , ,1, ,104015,1,30,WESTERN AVE,WASHINGTON AVE, , , , ,ALLEN ST N, ,30, ,111226,111226,104015011,0,0.37,39178326,1,1226,,17,Combined Total,Y,,2019,A,3951,338,199,252,2,2019,3951,9,59,2016,4310,2010,5415,,,2019,18,6,6,0,1,82,11,3,3,1,0,0,2019,2019,30,22,26,32,0,0,13.07251072,59.18663025,0,254,6,Actual,,,,,303,248,344
42394, ,5,1, ,100911,1,30,WOLF RD (910B),EVERETT RD, , , ,Y,ALBANY SHAKER R,CR151,40, ,111108,111108,100911011,3.41,5.91,39191942,1,1108,,14,Combined Total,Y,,2019,A,16272,1313,739,484,33,2019,16272,8,56,2016,16095,2010,16372,2007,17264,2019,15,3,3,0,0,85,12,0,3,1,0,0,2019,2019,40,25,29,38,0,0,13.07251072,59.18663025,0,517,3,Actual,,,,,1293,1127,1461
42400,20,2,1, ,100147,20,30,CR 156 FULLER RD,RT 85 CROSSTOWN ARTERIAL,3001945,1015980, ,Y,WESTERN AVE, ,30, ,110210,110210,100147201,11.25,12.97,39155152,1,210,,14,Combined Total,Y,,2019,F,21152,1797,1084,572,71,2015,21336,8,60,2010,21916,2006,26012,2005,24220,2010,15,3,3,0,0,85,12,1,2,1,0,0,2019,2010,40,35,38,44,0,0,13.07251072,59.18663025,0,643,3,Actual,,,,,1387,1593,1907
42404, , ,1, ,101964,1,30,WOLF RD,AVIATION DR, , , , ,COMPUTER DR E, ,30, ,111353,111353,101964011,0,0.25,39225659,1,1353,,17,Combined Total,Y,,2019,F,2685,257,128,60,0,2018,2693,10,50,2014,2766,,,,,2018,17,2,2,0,0,83,15,0,2,1,0,0,2019,2018,30,28,30,35,0,0,13.07251072,59.18663025,0,60,2,Actual,,,,,180,260,278
42418,913T, ,1, ,100604,1,30,RT 32 JCT,RT 787I NB & SB ACCESS RAMPS, ,1092419, , ,I-787 Exit 6 co, ,45, ,110927,110927,100604011,0,0.25,39172751,1,927,,16,Combined Total,Y,,2019,F,14692,1585,1218,886,287,2018,14718,11,77,2015,14182,2010,14218,2006,14914,2018,23,8,6,2,0,76,15,2,4,1,0,0,2019,2018,55,52,53,59,31,2,13.07251072,59.18663025,0,1173,8,Actual,,,,,1698,881,1736
42424,20,2,1, ,100147,20,30,CR 156 FULLER RD,RT 85 CROSSTOWN ARTERIAL,3001945,1015980, ,Y,WESTERN AVE, ,30, ,110210,110210,104688011,2.22,3.26,39155152,1,210,,14,Combined Total,Y,,2019,F,21152,1797,1084,572,71,2015,21336,8,60,2010,21916,2006,26012,2005,24220,2010,15,3,3,0,0,85,12,1,2,1,0,0,2019,2010,40,35,38,44,0,0,13.07251072,59.18663025,0,643,3,Actual,,,,,1387,1593,1907
42460,5,3,1, ,100428,14,30,910B WOLF RD CR 153,CR 156 FULLER RD,3000391, , ,Y, , ,40, ,110209,110209,100428141,5.17,5.65,39224012,1,209,,14,Combined Total,Y,,2019,F,33490,2716,1368,1127,182,2017,33635,8,50,2010,36753,2006,36858,2002,37206,2017,17,4,3,1,0,83,13,1,2,1,0,0,2019,2017,40,33,35,42,0,0,13.07251072,59.18663025,0,1309,4,Actual,,,,,1318,1832,1982
42476, ,5,1, ,100926,1,30,CITY LINE,KRUMKILL RD,3009750,5513600, , ,RUSSELL ROAD,CR204,30, ,111016,111016,100926011,0,0.97,39231389,1,1016,,17,Combined Total,Y,,2019,A,1605,180,106,67,5,2019,1605,11,59,2015,1562,2009,1725,2006,1647,2019,18,4,4,0,0,82,14,1,3,1,0,0,2019,2019,30,36,37,42,0,0,13.07251072,59.18663025,0,72,4,Actual,,,,,134,106,194
42508, , ,1, ,103153,1,30,NY 146,LYDIUS ST, , , , ,OLD STATE RD E, ,30, ,111218,111218,103153011,0,2.46,39240925,1,1218,,17,Combined Total,Y,,2019,A,2893,285,165,90,10,2019,2893,10,58,2015,2682,2009,3153,,,2019,18,3,3,0,1,82,14,1,2,1,0,0,2019,2019,30,35,36,41,0,0,13.07251072,59.18663025,0,100,3,Actual,,,,,281,192,317
42519,5,3,1, ,100428,14,30,RT 155 JCT,ACC I-87,3000390, , ,Y, , ,40, ,110206,110206,100428141,3.01,4.99,39255621,1,206,,14,Combined Total,Y,,2019,F,43309,3182,1711,1718,496,2017,43497,7,54,2006,42953,,,,,2017,17,5,4,1,0,83,12,1,3,1,0,0,2019,2017,40,29,33,41,0,0,13.07251072,59.18663025,0,2214,5,Actual,,,,,2760,2744,3194
42550, , ,1, ,104537,1,30,WASHINGTON AVE,CENTRAL AVE, , , , ,QUAIL ST, ,30, ,111309,111309,104537011,0.93,1.09,39253192,1,1309,,17,Combined Total,Y,,2019,F,5859,388,204,232,46,2016,5909,7,53,2010,7276,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,278,5,Estimated,,,,,255,337,397
42596,155,3,1, ,100091,1,30,W CITY LINE,2ND AVE  RT 32 END RT 155, ,1038640, , ,TENTH ST, ,30, ,110018,110018,105068011,0,0.47,39247076,1,18,,16,Combined Total,Y,,2019,F,2854,370,260,109,12,2018,2859,13,70,2014,2564,2011,3235,2008,3840,2014,18,4,4,0,0,82,14,0,3,1,0,0,2019,2014,30,33,34,39,0,0,13.07251072,59.18663025,0,121,4,Actual,,,,,201,193,400
42601, , ,1, ,308439,1,30,RUSSELL RD,ALBANY C/L,3009770, , , ,KRUMKILL RD, ,30, ,111011,111011,308439011,0,0.92,39187339,1,1011,,17,Combined Total,Y,,2019,A,4241,522,398,134,6,2019,4241,12,76,2018,4738,2008,2477,2003,4523,2019,17,3,3,0,0,83,13,1,2,1,0,0,2019,2019,30,35,36,40,0,0,13.07251072,59.18663025,0,140,3,Actual,,,,,413,229,563
42612, , ,1, ,302357,1,30,NY32 3rd Ave,EIGHTH AVE, , , , ,FIRST ST, ,30, ,111337,111337,302357011,0,0.16,39256009,1,1337,,17,Combined Total,Y,,2019,A,4275,438,279,235,52,2019,4275,10,64,2015,4505,2010,4600,,,2019,23,7,5,1,0,77,16,1,5,1,0,0,2019,2019,30,27,28,33,0,0,13.07251072,59.18663025,0,287,7,Actual,,,,,376,279,487
42615,87,1,1, ,100495,7,30,START I-87/I-90 OLAP,End  NYS Thruway / End of Co, , , ,Y,Inter 24 & Toll, ,55, ,110255,110255,100495071,18.57,18.82,39259968,1,255,,11,Combined Total,Y,,2019,F,78904,,,2569,4282,2014,70354,,,2015,74022,2014,70354,2013,70354,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,6851,9,Estimated,,,,,4444,4364,5558
42620, , ,1, ,104399,1,30,WASHINGTON AVE,CENTRAL AVE, , , , ,MANNING BLVD, ,30, ,111274,111274,104399011,0.43,1.08,39179720,1,1274,,16,Combined Total,Y,,2019,F,3008,293,176,92,0,2016,3024,10,60,2013,3068,2010,3040,,,2016,13,3,3,0,0,87,10,0,3,1,0,0,2019,2016,30,27,28,33,0,0,13.07251072,59.18663025,0,92,3,Actual,,,,,122,153,178
42624,87,1,1, ,100495,7,30,START I-87/I-90 OLAP,End  NYS Thruway / End of Co, , , ,Y,Inter 24 & Toll, ,55, ,110255,110255,100495072,18.89,19.06,39259968,1,255,,11,Combined Total,Y,,2019,F,78904,,,2569,4282,2014,70354,,,2015,74022,2014,70354,2013,70354,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,6851,9,Estimated,,,,,4444,4364,5558
42636,87,1,1, ,100495,7,30,START I-87/I-90 OLAP,End  NYS Thruway / End of Co, , , ,Y,Inter 24 & Toll, ,55, ,110255,110255,100515141,6.55,6.8,39259968,1,255,,11,Combined Total,Y,,2019,F,78904,,,2569,4282,2014,70354,,,2015,74022,2014,70354,2013,70354,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,6851,9,Estimated,,,,,4444,4364,5558
42648, , ,1, ,104120,1,30,MANNING BLVD,CENTRAL AVE, , , , ,CLINTON AVE, ,30, ,111279,111279,104120011,1.89,1.95,39256317,1,1279,,16,Combined Total,Y,,2019,A,3203,261,132,111,10,2019,3203,8,51,2016,3336,2010,3475,,,2010,18,4,3,0,2,80,15,0,3,1,0,0,2019,2010,20,17,18,25,0,0,13.07251072,59.18663025,0,121,4,Actual,,,,,186,253,285
42651,5,3,1, ,100428,14,30,WATERVLIET AVE,CLINTON AVE, , , ,Y,CENTRAL AVE, ,30, ,110254,110254,100428141,8.23,8.51,39127927,1,254,,14,Combined Total,Y,,2019,F,20758,1637,908,700,22,2017,20848,8,55,2009,22908,2002,22592,,,2017,12,3,3,0,0,88,9,2,2,1,0,0,2019,2017,30,28,31,36,0,0,13.07251072,59.18663025,0,722,3,Actual,,,,,1267,1596,1809
42669, , ,1, ,104675,1,30,VICTOR ST,I-90 EB Exit 2, ,1060360, ,Y,WASHINGTON AVE, ,40, ,111119,111119,104675011,2.98,4.46,39190791,1,1119,,14,Combined Total,Y,,2019,F,20049,1769,1047,473,78,2017,20136,9,59,2011,19589,2008,23474,2005,24401,2005,,3,2,0,,,,,,,0,0,2019,,,,,,,,13.07251072,59.18663025,0,551,3,Actual,,,,,1751,1470,1954
42679, , ,1, ,104016,1,30,NEW SCOTLAND A,MADISON AVE, , , , ,ALLEN ST S, ,30, ,112000,112000,104016011,0,0.85,39189800,1,2000,,17,Combined Total,Y,,2019,F,2617,229,143,114,1,2018,2624,9,63,2014,2845,2011,3133,2006,3003,2018,14,4,4,0,0,86,10,2,2,1,0,0,2019,2018,40,25,28,34,0,0,13.07251072,59.18663025,0,115,4,Actual,,,,,122,174,206
42689,87,1,1, ,100495,7,30,EXIT 2 - RT 5,EXIT 4 - ALBANY SHAKER ROAD,3004181,1033132, ,Y,Adirondack Nort, ,55, ,110601,110601,100495072,20.46,22.39,39255887,1,601,1130,11,Combined Total,Y,,2019,A,99077,9199,5090,5115,3526,2019,99077,9,55,2018,102097,2015,98438,2006,105092,2019,22,9,5,4,1,78,13,1,4,1,0,0,2019,,,,,,,,13.07251072,59.18663025,0,8641,9,Actual,,,,,8021,6245,8426
42722,9,2,1, ,100514,8,30,RT 378,MAXWELL RD,3001009, , ,Y, , ,45, ,110199,110199,100514081,5.45,6.83,39239597,1,199,,14,Combined Total,Y,,2019,A,17512,1306,673,502,62,2019,17512,7,52,2016,20916,2011,17309,2007,18810,2019,13,3,3,0,0,87,10,1,2,1,0,0,2019,2019,45,38,39,44,0,0,13.07251072,59.18663025,0,564,3,Actual,,,,,1416,1265,1453
42731, , ,1, ,104046,1,30,KRUMKILL RD,BUCKINGHAM DR, , , , ,BENDER ST, ,30, ,111230,111230,104046011,0,0.21,39180160,1,1230,,16,Combined Total,Y,,2019,A,13954,1172,694,327,17,2019,13954,8,59,2016,12729,2013,13002,2010,13328,2019,11,2,2,0,0,88,9,0,2,1,0,0,2019,2019,30,31,32,37,0,0,13.07251072,59.18663025,0,344,2,Actual,,,,,1254,880,1304
42733, ,5,1, ,100916,1,30,RAILROAD AVE,SR 5, , , ,Y,FULLER RD,CR156,30, ,111111,111111,100916011,1.35,1.97,39231674,1,1111,,14,Combined Total,Y,,2019,A,15019,1339,891,657,145,2019,15019,9,67,2013,12848,2006,16731,2005,16203,2019,20,5,4,1,0,80,14,1,3,1,0,0,2019,2019,30,33,34,40,0,0,13.07251072,59.18663025,0,802,5,Actual,,,,,950,1300,1464
42743,155,3,1, ,100091,1,30,DELATOUR ROAD,W CITY LINE, ,1038640, , ,WATERVLIET SHAK, ,40, ,110198,110198,100091011,14.9,16.29,39160977,1,198,,16,Combined Total,Y,,2019,A,7666,699,362,260,45,2019,7666,9,52,2016,3754,2010,7255,2007,7097,2016,18,4,3,1,1,82,14,0,3,1,0,0,2019,2016,40,41,43,50,2,0,13.07251072,59.18663025,0,305,4,Actual,,,,,564,506,761
42745, , ,1, ,103763,1,30,WALKER WAY,LINCOLN AVE, , , , ,PETRA LA, ,25, ,111356,111356,103763011,0,0.4,39256550,1,1356,,17,Combined Total,Y,,2019,F,2367,284,191,94,19,2014,2401,12,67,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,113,5,Estimated,,,,,175,225,214
42756,155,3,1, ,100091,1,30,RT 20 JCT,WASHINGTON AVE EXT (910D), , , ,Y,KARNER RD,CR157,40, ,110035,110035,100091011,3.93,5.27,39243423,1,35,,14,Combined Total,Y,,2019,F,20342,1853,1062,748,164,2015,20519,9,57,2011,18522,2010,19171,2008,18772,2010,21,4,4,1,0,79,16,1,3,1,0,0,2019,2011,45,46,47,53,5,0,13.07251072,59.18663025,0,912,4,Actual,,,,,1657,1580,2056
42780, , ,1, ,301488,1,30,ENTR FROM WESTERN AV,ENTR FROM WESTERN AVE, ,1060340, , ,CAMPUS OUTER RI, ,40,Y,111361,111361,301488011,0,2.4,39242462,1,1361,,16,Combined Total,Y,Y,2019,F,2927,486,486,77,1,2018,2932,17,100,,,,,,,2018,16,3,3,0,0,84,13,1,2,1,0,0,2019,2018,40,41,42,48,1,0,13.07251072,59.18663025,0,78,3,Actual,,,,,280,168,532
42786,87,1,1, ,100495,7,30,EXIT 2 - RT 5,EXIT 4 - ALBANY SHAKER ROAD,3004181,1033132, ,Y,Adirondack Nort, ,55, ,110601,110601,100495071,20.6,22.52,39255887,1,601,1130,11,Combined Total,Y,,2019,A,99077,9199,5090,5115,3526,2019,99077,9,55,2018,102097,2015,98438,2006,105092,2019,22,9,5,4,1,78,13,1,4,1,0,0,2019,,,,,,,,13.07251072,59.18663025,0,8641,9,Actual,,,,,8021,6245,8426
42789,85,3,1, ,100492,1,30,BUCKINGHAM DR OVER,ACC CAMPUS CIRCLE/BREVATOR S,3004077,1060320, ,Y, , ,55, ,110014,110014,100492011,24.79,25.6,39209578,1,14,,12,Combined Total,Y,,2019,F,35679,3312,1841,1211,151,2010,37584,9,56,2006,36458,2005,37215,2001,32162,2010,20,4,3,0,0,80,16,0,3,1,0,0,2019,2010,55,55,58,65,66,15,13.07251072,59.18663025,0,1362,4,Actual,,,,,3062,2286,3400
42794, , ,1, ,102676,1,30,US 9,LINCOLN AVE,3009788, ,250027X, ,SPRING ST RD, ,40, ,111004,111004,102676011,0,1.94,39230844,1,1004,,17,Combined Total,Y,,2019,F,3545,378,296,124,9,2018,3555,11,79,2014,3641,2011,3155,2006,2988,2014,16,4,3,0,0,84,12,0,3,1,0,0,2019,2014,40,40,41,46,1,0,13.07251072,59.18663025,0,133,4,Actual,,,,,414,199,402
42814, , ,1, ,104372,1,30,COLVIN AVE,ZOAR AVE, , , , ,LINCOLN AVE, ,30, ,111261,111261,104372011,0.76,1.06,39256848,1,1261,,17,Combined Total,Y,,2019,F,4463,466,286,176,35,2017,4488,10,61,2012,4706,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,211,5,Estimated,,,,,253,307,391
42836,9,2,1, ,100514,8,30,NY 377/NORTHERN BLVD OVER,CRUMITIE RD,3001007, , ,Y, , ,45, ,110142,110142,100514081,3.38,4.89,39231979,1,142,,14,Combined Total,Y,,2019,F,15076,1280,786,317,47,2014,15241,8,61,2011,14564,2008,15143,2004,15796,2014,13,2,2,0,0,86,11,0,2,1,0,0,2019,2014,45,44,46,51,2,0,13.07251072,59.18663025,0,364,2,Actual,,,,,887,760,1042
42852, , ,1, ,103153,1,30,KINGS CT,ALBANY CL, , , , ,OLD STATE RD, ,30, ,111351,111351,103153011,3.31,3.52,39228057,1,1351,,16,Combined Total,Y,,2019,A,9607,948,802,237,10,2019,9607,10,85,2016,9595,,,,,2019,16,3,2,0,0,84,14,0,2,1,0,0,2019,2019,30,31,35,39,0,0,13.07251072,59.18663025,0,247,3,Actual,,,,,1023,564,1009
42857,9,2,1, ,100514,8,30,START EB ON-RAMP,NY 377/NORTHERN BLVD OVER,2011105,1092549, ,Y, , ,55, ,110141,110141,100514081,2.62,3.38,39228181,1,141,,14,Combined Total,Y,,2019,F,3963,,,150,55,2011,4033,,,2006,4204,2005,4156,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,205,5,Estimated,,,,,,,
42859,87,1,1, ,100495,7,30,RAMP FROM I-90 WEST BOUND,EXIT 2 - RT 5,3004179,1033122, ,Y,Adirondack Nort, ,55, ,110600,110600,100495071,19.6,20.6,39231206,1,600,1121,11,Combined Total,Y,,2019,F,126429,10789,5909,3580,5588,2013,116297,9,55,2006,119487,2005,126203,2004,127778,2013,7,7,3,4,0,93,0,0,3,1,0,0,2019,,,,,,,,13.07251072,59.18663025,0,9168,7,Actual,,,,,8095,6654,9708
42888,915H, ,1, ,264028,1,30,I-90 TO EXIT 24 EXCHANGE,I-87 TO EXIT 24 EXCHANGE, , , ,Y,NYS Thruway, ,65, ,110027,110027,264028011,0,1.39,39242329,1,27,,11,Combined Total,Y,,2019,F,30812,2951,2005,941,4944,2018,30371,10,68,2014,74540,2013,73866,2007,62600,2018,28,19,3,16,0,71,9,0,3,1,0,1,2019,,,,,,,,13.07251072,59.18663025,0,5885,19,Actual,,,,,1184,1136,1559
42891,87,1,1, ,100495,7,30,RAMP FROM I-90 WEST BOUND,EXIT 2 - RT 5,3004179,1033122, ,Y,Adirondack Nort, ,55, ,110600,110600,100495072,19.6,20.46,39231206,1,600,1121,11,Combined Total,Y,,2019,F,126429,10789,5909,3580,5588,2013,116297,9,55,2006,119487,2005,126203,2004,127778,2013,7,7,3,4,0,93,0,0,3,1,0,0,2019,,,,,,,,13.07251072,59.18663025,0,9168,7,Actual,,,,,8095,6654,9708
42897,915H, ,1, ,264028,1,30,I-90 TO EXIT 24 EXCHANGE,I-87 TO EXIT 24 EXCHANGE, , , ,Y,NYS Thruway, ,65, ,110027,110027,264028012,0,1.45,39242329,1,27,,11,Combined Total,Y,,2019,F,30812,2951,2005,941,4944,2018,30371,10,68,2014,74540,2013,73866,2007,62600,2018,28,19,3,16,0,71,9,0,3,1,0,1,2019,,,,,,,,13.07251072,59.18663025,0,5885,19,Actual,,,,,1184,1136,1559
42900,910D, ,1, ,100567,1,30,ALBANY CL / GUILDERLAND TL,ALBANY CL,3007901,1073149, ,Y,Washington Ave, ,55, ,110933,110933,100567011,1.97,2.22,39203694,1,933,,12,Combined Total,Y,,2019,F,29026,2989,1801,977,262,2018,29190,10,60,2014,29746,2009,29011,2004,37462,2018,16,4,3,1,0,83,12,1,2,1,0,0,2019,2018,45,53,53,59,36,2,13.07251072,59.18663025,0,1239,4,Actual,,,,,1031,1378,1630
42921,5,3,1, ,100428,14,30,CR 154 OSBORNE RD,COLVIN AVE, ,1053380, ,Y,CENTRAL AVE, ,30, ,110026,110026,100428141,6.82,7.62,39129161,1,26,,14,Combined Total,Y,,2019,F,26394,2289,1344,996,367,2010,26918,9,59,2006,27013,2005,29352,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1363,5,Estimated,,,,,1684,2073,2507
42928, , ,1, ,308494,1,30,CROSSTOWN ARTE,WEST CITY LINE, ,1060310, , ,KRUMKILL RD, ,30, ,111256,111256,308494011,0,0.62,39237069,1,1256,,17,Combined Total,Y,,2019,F,4316,459,324,205,5,2015,4365,11,71,2009,14006,,,,,2015,14,5,5,0,0,86,9,0,4,1,0,0,2019,2015,30,36,37,42,0,0,13.07251072,59.18663025,0,210,5,Actual,,,,,331,255,442
42934, , ,1, ,102341,1,30,SR 155,FIRST AVE, , , , ,LINCOLN AVE, ,40, ,111210,111210,102341011,0,0.7,39195507,1,1210,,17,Combined Total,Y,,2019,F,4217,411,248,165,39,2016,4253,10,60,2010,5131,2009,4706,,,2016,21,5,4,1,1,79,16,0,4,1,0,0,2019,2016,40,36,37,43,0,0,13.07251072,59.18663025,0,204,5,Actual,,,,,306,276,451
42938,155,3,1, ,100091,1,30,WASHINGTON AVE EXT (910D),NY 5 CENTRAL AVE,3005503,1038650, ,Y,KARNER RD,CR157,45, ,110025,110025,100091011,5.27,7.05,39209752,1,25,,14,Combined Total,Y,,2019,F,20308,1848,1014,649,176,2018,20352,9,55,2015,21892,2011,15785,2010,23258,2018,15,4,3,1,0,84,11,1,3,1,0,0,2019,2018,45,38,41,47,1,0,13.07251072,59.18663025,0,825,4,Actual,,,,,1588,1500,1998
42953, , ,1, ,308445,1,30,OSBORNE RD N LEG,WOLF RD, , , , ,SAND CREEK RD, ,30, ,111215,111215,308445011,0,1.57,39195312,1,1215,,16,Combined Total,Y,,2019,F,9888,962,535,275,10,2018,9906,10,56,2015,10864,2009,10656,,,2015,15,3,3,0,0,85,12,1,2,1,0,0,2019,2015,30,30,33,38,0,0,13.07251072,59.18663025,0,285,3,Actual,,,,,708,702,1040
42992,87,1,1, ,100495,7,30,INTER 23 RTS I-787 & 9W,START I-87/I-90 OLAP,3004163,5513561, ,Y,NYS Thruway, ,65, ,110250,110250,100495072,12.15,18.89,39244151,1,250,,11,Combined Total,Y,,2019,F,57055,5223,3251,1742,8049,2018,56238,9,62,2016,50469,2015,48763,2014,46162,2018,27,17,3,14,0,73,10,0,3,1,0,1,2019,,,,,,,,13.07251072,59.18663025,0,9791,17,Actual,,,,,1975,2035,2562
43011, ,5,1, ,100914,1,30,BEG OSBORNE N LEG,CR 151 ALB SHKR, , , , ,OSBORNE RD,CR154,30, ,112078,112078,100914011,0.83,1.81,39251058,1,2078,,16,Combined Total,Y,,2019,F,7466,728,389,107,15,2018,7479,10,53,2015,7766,2009,8414,,,2009,,2,1,0,,,,,,,0,0,2019,,,,,,,,13.07251072,59.18663025,0,122,2,Actual,,,,,388,494,642
