OBJECTID,RCSTA,RC Code,Roadway Name,Station Start,Station End,Functional Class,Factor Group,Specific Recorder Placement,Channel Notes,Vehicle Axle Code,Count Year,Count Month,Day of First Data,Federal Direction,Full Count,1200am-0100am,0100am-0200am,0200am-0300am,0300am-0400am,0400am-0500am,0500am-0600am,0600am-0700am,0700am-0800am,0800am-0900am,0900am-1000am,1000am-1100am,1100am-1200pm,1200pm-0100pm,0100pm-0200pm,0200pm-0300pm,0300pm-0400pm,0400pm-0500pm,0500pm-0600pm,0600pm-0700pm,0700pm-0800pm,0800pm-0900pm,0900pm-1000pm,1000pm-1100pm,1100pm-1200pm,Average Weekday Daily Traffic,Seasonal Factor,Axle Factor,AADT,High Hour Value,High Hour Interval,Average Weekday F1S,Average Weekday F2S,Average Weekday F3S,Average Weekday F4S,Average Weekday F5S,Average Weekday F6S,Average Weekday F7S,Average Weekday F8S,Average Weekday F9S,Average Weekday F10S,Average Weekday F11S,Average Weekday F12S,Average Weekday F13S,Average Weekday Unclassified,Average Weekday Totals,Average Weekday Percent F3_13,Average Weekday Percent F4_13,Average Weekday Percent F4_7,Average Weekday Percent F8_13,Average Weekday Percent F1,Average Weekday Percent F2,Average Weekday Percent F3,Average Weekday Percent F4,Average Weekday Percent F5_7,Axle Correction Factor,Single Unit Peak,Combination Unit Peak,Single Unit AADT,Combination Unit AADT,Average Speed,50th Percentile Speed,85th Percentile Speed,Vehicles Exceeding 55mph,Vehicles Exceeding 65mph,Region,Region Number,County Number,Municipality,Latitude,Longitude,x,y
86026,531132,53,GOODELL ST,RT 33 WB OFF RAMP,MICHIGAN AVE,14,30,24' W of Maple St           ,,1,2018,12,2,Combined Total,Y,91,60,38,46,52,270,873,1691,2024,1350,830,766,721,714,739,787,782,839,769,464,330,275,252,176,14939,1.018,1,14675,2024,9,12,13076,1469,80,231,33,6,4,4,1,0,0,0,,14916,12,2,2,0,0,88,10,1,2,1,0,0,,,22,26,36,0,0,,5,3,,42.89414,-78.86413,184483.1015999997,4756306.806500001
86027,531324,53,SWAN ST,MICHIGAN ST,ELM ST - RT 954D NB,14,30,121' W of Michigan St       ,East                                              ,1,2018,12,2,Eastbound,,9,3,2,2,1,4,15,23,29,36,32,29,40,36,34,55,66,72,74,44,21,13,7,10,657,1.018,1,645,74,19,1,567,73,1,8,1,0,0,0,0,0,0,0,,651,13,2,2,0,0,87,11,0,1,1,0,0,,,15,14,23,0,0,,5,3,,42.88086,-78.86977,183954.62820000015,4754853.0535
86028,531324,53,SWAN ST,MICHIGAN ST,ELM ST - RT 954D NB,14,30,121' W of Michigan St       ,West                                              ,1,2018,12,2,Westbound,,56,26,22,13,20,28,78,215,232,178,161,179,192,195,233,247,263,246,161,127,103,116,128,106,3325,1.018,1,3266,263,17,15,2707,423,61,66,34,0,2,5,0,0,0,0,,3313,18,5,5,0,0,82,13,2,3,1,0,0,,,16,16,24,0,0,,5,3,,42.88086,-78.86977,183954.62820000015,4754853.0535
86029,531324,53,SWAN ST,MICHIGAN ST,ELM ST - RT 954D NB,14,30,121' W of Michigan St       ,,1,2018,12,2,Combined Total,Y,65,29,24,15,21,32,93,238,261,214,193,208,232,231,267,302,329,318,235,171,124,129,135,116,3982,1.018,1,3911,329,17,16,3274,496,62,74,35,0,2,5,0,0,0,0,,3964,17,4,4,0,0,83,13,2,3,1,0,0,,,16,16,24,0,0,,5,3,,42.88086,-78.86977,183954.62820000015,4754853.0535
86317,534593,53,MICHIGAN AVE,SWAN ST,NY354 WILLIAM ST,16,30,152' S of Eagle St          ,South                                             ,2,2018,12,2,Southbound,,32,22,22,16,17,36,79,201,219,191,190,197,245,211,242,291,397,331,182,128,91,63,74,59,3536,1.018,0.987,3473,422,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,42.88277,-78.86865,184055.87119999994,4755060.9772
86318,534593,53,MICHIGAN AVE,SWAN ST,NY354 WILLIAM ST,16,30,152' S of Eagle St          ,,2,2018,12,2,Combined Total,Y,121,81,61,51,49,108,267,619,622,450,440,481,520,511,542,628,819,745,428,312,251,183,279,221,8789,1.018,0.987,8633,819,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,42.88277,-78.86865,184055.87119999994,4755060.9772
86419,534872,53,WASHINGTON ST,SENECA ST,SWAN ST,16,30,105' N of Seneca St         ,North                                             ,1,2018,12,2,Northbound,,55,26,10,8,19,26,73,166,223,165,173,203,241,213,249,285,424,441,200,151,118,92,250,210,4021,1.018,1,3950,441,18,2,3290,365,214,106,7,8,5,1,0,0,0,0,,3998,18,9,8,0,0,82,9,5,3,1,1,0,,,18,21,26,0,0,,5,3,,42.881,-78.8749,183536.32849999983,4754887.9026999995
86420,534872,53,WASHINGTON ST,SENECA ST,SWAN ST,16,30,105' N of Seneca St         ,South                                             ,1,2018,12,2,Southbound,,22,7,4,4,16,36,97,193,277,185,117,111,93,98,106,128,214,206,222,143,64,56,56,36,2491,1.018,1,2447,441,18,5,2161,228,85,30,3,0,0,3,0,0,0,0,,2515,14,5,5,0,0,86,9,3,1,1,0,0,,,16,15,24,0,0,,5,3,,42.881,-78.8749,183536.32849999983,4754887.9026999995
86421,534872,53,WASHINGTON ST,SENECA ST,SWAN ST,16,30,105' N of Seneca St         ,,1,2018,12,2,Combined Total,Y,77,33,14,12,35,62,170,359,500,350,290,314,334,311,355,413,638,647,422,294,182,148,306,246,6512,1.018,1,6397,647,18,7,5451,593,299,136,10,8,5,4,0,0,0,0,,6513,16,7,7,0,0,84,9,5,2,1,1,0,,,17,19,25,0,0,,5,3,,42.881,-78.8749,183536.32849999983,4754887.9026999995
90741,530984,53,BROADWAY,FILLMORE AVE,RT 62 BAILEY AVE,14,30,75' W of Schmarbeck Ave     ,East                                              ,1,2019,5,13,Eastbound,,125,88,58,51,50,87,197,261,293,377,403,439,445,468,508,592,650,592,430,342,287,244,201,173,7361,1.089,1,6759,650,17,15,6080,900,152,114,34,0,16,16,0,0,0,0,,7327,17,5,4,0,0,83,12,2,2,1,0,0,,,26,29,35,0,0,,5,3,,42.89533,-78.82664,187550.61980000045,4756298.908500001
90742,530984,53,BROADWAY,FILLMORE AVE,RT 62 BAILEY AVE,14,30,75' W of Schmarbeck Ave     ,West                                              ,1,2019,5,13,Westbound,,125,88,59,47,49,113,268,518,566,436,391,408,410,426,466,472,516,477,350,351,272,237,204,173,7422,1.089,1,6815,650,17,14,5929,1029,162,187,24,0,20,14,1,0,0,0,,7380,19,6,5,0,0,80,14,2,3,1,1,0,,,30,31,36,0,0,,5,3,,42.89533,-78.82664,187550.61980000045,4756298.908500001
90743,530984,53,BROADWAY,FILLMORE AVE,RT 62 BAILEY AVE,14,30,75' W of Schmarbeck Ave     ,,1,2019,5,13,Combined Total,Y,250,176,117,98,99,200,465,779,859,813,794,847,855,894,974,1064,1166,1069,780,693,559,481,405,346,14783,1.089,1,13574,1166,17,29,12009,1929,314,301,58,0,36,30,1,0,0,0,,14707,18,5,5,0,0,82,13,2,2,1,0,0,,,28,30,36,0,0,,5,3,,42.89533,-78.82664,187550.61980000045,4756298.908500001
92449,534593,53,MICHIGAN AVE,SWAN ST,NY354 WILLIAM ST,16,30,152' S of Eagle St          ,North                                             ,2,2018,12,2,Northbound,,89,59,39,35,32,72,188,418,403,259,250,284,275,300,300,337,422,414,246,184,160,120,205,162,5253,1.018,0.987,5160,422,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,42.88277,-78.86865,184055.87119999994,4755060.9772
92754,531123,53,WEST HURON ST,NIAGARA,RABIN TER,16,30,75ft W of Rabin Terrace     ,East                                              ,2,2018,6,25,Eastbound,,20,12,6,6,14,38,142,394,418,261,195,194,197,208,170,200,244,206,108,66,53,44,42,29,3267,1.113,0.987,2935,418,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,42.88987,-78.88004,183161.96700000018,4755892.4133
92755,531123,53,WEST HURON ST,NIAGARA,RABIN TER,16,30,75ft W of Rabin Terrace     ,,2,2018,6,25,Combined Total,Y,20,12,6,6,14,38,142,394,418,261,195,194,197,208,170,200,244,206,108,66,53,44,42,29,3267,1.113,0.987,2935,418,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,42.88987,-78.88004,183161.96700000018,4755892.4133
94075,534375,53,GENESEE ST,FILLMORE AVE,WALDEN AVE,16,30,220' E of Fillmore Ave      ,East                                               / East,1,2018,8,5,Eastbound,,83,48,34,27,20,24,63,113,188,216,217,282,311,314,312,372,422,439,277,257,266,207,160,134,4786,1.1,1,4351,439,18,18,4301,350,23,30,8,0,2,3,0,0,0,0,,4735,9,1,1,0,0,91,7,0,1,1,0,0,,,29,30,35,2,1,,5,3,,42.90258,-78.83858,186612.37490000017,4757148.588400001
94076,534375,53,GENESEE ST,FILLMORE AVE,WALDEN AVE,16,30,220' E of Fillmore Ave      ,West                                               / West,1,2018,8,5,Westbound,,83,49,30,25,30,47,141,253,382,321,247,282,328,284,336,378,307,357,294,263,263,203,170,122,5195,1.1,1,4723,439,18,9,4616,474,42,49,7,1,1,0,0,0,0,0,,5199,11,2,2,0,0,89,9,1,1,1,0,0,,,24,27,34,0,0,,5,3,,42.90258,-78.83858,186612.37490000017,4757148.588400001
94077,534375,53,GENESEE ST,FILLMORE AVE,WALDEN AVE,16,30,220' E of Fillmore Ave      ,,1,2018,8,5,Combined Total,Y,166,97,64,52,50,71,204,366,570,537,464,564,639,598,648,750,729,796,571,520,529,410,330,256,9981,1.1,1,9074,796,18,27,8917,824,65,79,15,1,3,3,0,0,0,0,,9934,10,2,2,0,0,90,8,1,1,1,0,0,,,26,29,35,1,1,,5,3,,42.90258,-78.83858,186612.37490000017,4757148.588400001
94081,534901,53,WILLIAM ST,PINE ST,JEFFERSON AVE,16,30,136' E of Pratt St          ,East                                              ,1,2018,8,5,Eastbound,,35,23,14,12,13,25,54,90,147,152,168,192,222,205,197,252,331,333,176,156,142,102,98,61,3200,1.1,1,2909,333,18,16,2790,290,40,49,5,0,1,9,0,0,0,0,,3200,12,3,3,0,1,87,9,1,2,1,0,0,,,31,33,39,0,0,,5,3,,42.88501,-78.85639,185068.6436999999,4755263.754799999
94082,534901,53,WILLIAM ST,PINE ST,JEFFERSON AVE,16,30,136' E of Pratt St          ,West                                              ,1,2018,8,5,Westbound,,34,16,9,14,7,28,74,182,249,160,155,181,195,194,211,222,204,206,150,135,111,89,71,60,2957,1.1,1,2688,333,18,21,2528,284,51,48,9,0,1,6,0,0,0,0,,2948,14,4,4,0,1,86,10,2,2,1,0,0,,,30,32,38,0,0,,5,3,,42.88501,-78.85639,185068.6436999999,4755263.754799999
94083,534901,53,WILLIAM ST,PINE ST,JEFFERSON AVE,16,30,136' E of Pratt St          ,,1,2018,8,5,Combined Total,Y,69,39,23,26,20,53,128,272,396,312,323,373,417,399,408,474,535,539,326,291,253,191,169,121,6157,1.1,1,5597,539,18,37,5318,574,91,97,14,0,2,15,0,0,0,0,,6148,13,4,3,0,1,86,9,1,2,1,0,0,,,31,32,39,0,0,,5,3,,42.88501,-78.85639,185068.6436999999,4755263.754799999
94201,534114,53,BRYANT ST,ELMWOOD AVE,RICHMOND AVE,17,30,156ft W of Ashland Ave      ,East                                              ,1,2018,6,25,Eastbound,,17,8,7,4,7,11,27,68,94,75,73,88,92,88,95,92,109,116,88,90,71,55,42,28,1445,1.113,1,1298,116,18,32,1260,123,2,16,1,0,1,0,0,0,0,0,,1435,10,1,1,0,2,88,9,0,1,1,0,0,,,18,21,25,0,0,,5,3,,42.9089,-78.87931,183319.1464999998,4758003.2324
94202,534114,53,BRYANT ST,ELMWOOD AVE,RICHMOND AVE,17,30,156ft W of Ashland Ave      ,West                                              ,1,2018,6,25,Westbound,,22,12,6,3,5,11,20,51,64,57,57,76,83,75,72,96,96,106,94,77,79,62,46,40,1310,1.113,1,1177,116,18,14,1167,112,2,8,1,0,0,0,0,0,0,0,,1304,9,1,1,0,1,89,9,0,1,1,0,0,,,20,22,27,0,0,,5,3,,42.9089,-78.87931,183319.1464999998,4758003.2324
94203,534114,53,BRYANT ST,ELMWOOD AVE,RICHMOND AVE,17,30,156ft W of Ashland Ave      ,,1,2018,6,25,Combined Total,Y,39,20,13,7,12,22,47,119,158,132,130,164,175,163,167,188,205,222,182,167,150,117,88,68,2755,1.113,1,2475,222,18,46,2427,235,4,24,2,0,1,0,0,0,0,0,,2739,10,1,1,0,2,89,9,0,1,1,0,0,,,19,22,25,0,0,,5,3,,42.9089,-78.87931,183319.1464999998,4758003.2324
94204,534192,53,CONNECTICUT ST,PROSPECT AVE,RICHMOND AVE,17,30,121ft S of Plymouth Ave     ,North                                             ,1,2018,6,25,Northbound,,30,12,9,4,6,15,33,66,95,109,106,120,135,132,137,162,178,167,145,122,122,86,62,47,2100,1.113,1,1887,178,17,27,1865,162,2,19,8,0,0,0,0,0,0,0,,2083,9,1,1,0,1,90,8,0,1,1,0,0,,,17,20,27,0,0,,5,3,,42.90496,-78.88933,182480.8339999998,4757603.4519
94205,534192,53,CONNECTICUT ST,PROSPECT AVE,RICHMOND AVE,17,30,121ft S of Plymouth Ave     ,South                                             ,1,2018,6,25,Southbound,,8,5,7,2,2,9,29,51,76,60,63,67,83,72,83,82,81,68,78,56,46,40,23,23,1114,1.113,1,1001,178,17,10,990,98,1,12,0,0,0,0,0,0,0,0,,1111,10,1,1,0,1,89,9,0,1,1,0,0,,,21,23,29,0,0,,5,3,,42.90496,-78.88933,182480.8339999998,4757603.4519
94206,534192,53,CONNECTICUT ST,PROSPECT AVE,RICHMOND AVE,17,30,121ft S of Plymouth Ave     ,,1,2018,6,25,Combined Total,Y,38,17,16,6,8,24,62,117,171,169,169,187,218,204,220,244,259,235,223,178,168,126,85,70,3214,1.113,1,2888,259,17,37,2855,260,3,31,8,0,0,0,0,0,0,0,,3194,9,1,1,0,1,89,8,0,1,1,0,0,,,19,22,28,0,0,,5,3,,42.90496,-78.88933,182480.8339999998,4757603.4519
94551,534458,53,WEST HURON ST,FRANKLIN ST,PEARL ST,16,30,106ft W of Pearl St         ,East                                              ,1,2018,6,25,Eastbound,,22,12,6,5,9,22,60,110,146,151,134,140,149,135,130,140,178,167,98,72,72,57,61,38,2114,1.113,1,1899,178,17,10,1883,135,38,19,4,3,0,0,0,0,0,0,,2092,10,3,3,0,0,90,6,2,1,1,0,0,,,14,12,20,0,0,,5,3,,42.88886,-78.87498,183570.0343000004,4755761.174799999
94552,534458,53,WEST HURON ST,FRANKLIN ST,PEARL ST,16,30,106ft W of Pearl St         ,West                                              ,1,2018,6,25,Westbound,,27,20,6,4,6,19,55,154,216,151,131,113,147,149,136,138,177,167,106,80,80,71,56,42,2251,1.113,1,2022,216,9,3,2021,180,7,20,2,0,1,0,0,0,0,0,,2234,9,1,1,0,0,90,8,0,1,1,0,0,,,15,14,23,0,0,,5,3,,42.88886,-78.87498,183570.0343000004,4755761.174799999
94553,534458,53,WEST HURON ST,FRANKLIN ST,PEARL ST,16,30,106ft W of Pearl St         ,,1,2018,6,25,Combined Total,Y,49,32,12,9,15,41,115,264,362,302,265,253,296,284,266,278,355,334,204,152,152,128,117,80,4365,1.113,1,3921,362,9,13,3904,315,45,39,6,3,1,0,0,0,0,0,,4326,9,2,2,0,0,90,7,1,1,1,0,0,,,15,13,22,0,0,,5,3,,42.88886,-78.87498,183570.0343000004,4755761.174799999
94554,534514,53,LAFAYETTE SQ E,WASHINGTON ST,COURT ST,14,30,63ft W of Washington St     ,East                                               / East,1,2018,6,25,Eastbound,,36,13,12,6,6,28,82,121,200,253,307,316,313,291,332,320,452,354,152,110,116,102,82,61,4065,1.113,1,3652,452,17,25,3482,345,124,47,8,0,0,0,0,0,0,0,,4031,13,4,4,0,1,86,9,3,1,1,1,0,,,14,11,19,0,0,,5,3,,42.88555,-78.87427,183611.07579999976,4755390.876800001
94555,534514,53,LAFAYETTE SQ E,WASHINGTON ST,COURT ST,14,30,63ft W of Washington St     ,,1,2018,6,25,Combined Total,Y,36,13,12,6,6,28,82,121,200,253,307,316,313,291,332,320,452,354,152,110,116,102,82,61,4065,1.113,1,3652,452,17,25,3482,345,124,47,8,0,0,0,0,0,0,0,,4031,13,4,4,0,1,86,9,3,1,1,1,0,,,14,11,19,0,0,,5,3,,42.88555,-78.87427,183611.07579999976,4755390.876800001
94556,534601,53,MICHIGAN AVE,BEST ST,EAST UTICA ST,16,30,127ft N of Eaton St         ,North                                             ,1,2018,6,25,Northbound,,20,17,12,8,10,18,46,81,96,88,98,120,126,133,148,194,257,272,139,125,106,76,68,50,2308,1.113,1,2074,272,18,2,2024,203,16,37,3,0,1,0,0,0,0,0,,2286,11,2,2,0,0,89,9,1,2,1,0,0,,,29,31,35,0,0,,5,3,,42.90884,-78.8624,184699.41330000013,4757932.9694
94557,534601,53,MICHIGAN AVE,BEST ST,EAST UTICA ST,16,30,127ft N of Eaton St         ,South                                             ,1,2018,6,25,Southbound,,25,16,12,9,15,46,138,220,242,161,131,143,150,159,136,151,143,142,131,92,72,63,64,40,2501,1.113,1,2247,272,18,3,2167,256,7,52,0,0,0,0,0,0,0,0,,2485,13,2,2,0,0,87,10,0,2,1,0,0,,,30,31,37,0,0,,5,3,,42.90884,-78.8624,184699.41330000013,4757932.9694
94558,534601,53,MICHIGAN AVE,BEST ST,EAST UTICA ST,16,30,127ft N of Eaton St         ,,1,2018,6,25,Combined Total,Y,45,33,24,17,25,64,184,301,338,249,229,263,276,292,284,345,400,414,270,217,178,139,132,90,4809,1.113,1,4321,414,18,5,4191,459,23,89,3,0,1,0,0,0,0,0,,4771,12,2,2,0,0,88,10,0,2,1,0,0,,,30,31,36,0,0,,5,3,,42.90884,-78.8624,184699.41330000013,4757932.9694
94561,534825,53,SYCAMORE ST,W CB MICHIGAN,JEFFERSON AVE,16,30,142ft W of Pratt St         ,East                                              ,1,2018,6,25,Eastbound,,14,8,8,3,4,8,13,37,48,49,50,66,75,70,73,86,122,108,59,52,43,35,34,24,1089,1.113,1,978,122,17,4,911,110,42,11,1,0,1,0,0,0,0,0,,1080,15,5,5,0,0,84,10,4,1,1,0,0,,,31,33,39,0,0,,5,3,,42.89118,-78.86002,184803.63460000046,4755962.632200001
94562,534825,53,SYCAMORE ST,W CB MICHIGAN,JEFFERSON AVE,16,30,142ft W of Pratt St         ,West                                              ,1,2018,6,25,Westbound,,14,12,7,5,2,12,30,78,89,71,66,65,82,82,80,82,82,74,62,54,41,49,34,29,1202,1.113,1,1080,122,17,6,1012,121,41,11,0,0,0,0,0,0,0,0,,1191,15,4,4,0,1,85,10,3,1,1,0,0,,,30,33,39,0,0,,5,3,,42.89118,-78.86002,184803.63460000046,4755962.632200001
94563,534825,53,SYCAMORE ST,W CB MICHIGAN,JEFFERSON AVE,16,30,142ft W of Pratt St         ,,1,2018,6,25,Combined Total,Y,28,20,15,8,6,20,43,115,137,120,116,131,157,152,153,168,204,182,121,106,84,84,68,53,2291,1.113,1,2058,204,17,10,1923,231,83,22,1,0,1,0,0,0,0,0,,2271,15,5,5,0,0,85,10,4,1,1,0,0,,,30,33,39,0,0,,5,3,,42.89118,-78.86002,184803.63460000046,4755962.632200001
94564,534865,53,WADSWORTH ST,N CB ALLEN ST,S CB NORTH ST,16,30,117ft S of Hudson St        ,North                                             ,1,2018,6,25,Northbound,,86,65,51,30,26,14,34,61,96,92,96,119,133,134,148,165,217,275,169,139,141,120,117,105,2633,1.113,1,2366,275,18,40,2341,203,3,24,3,0,0,0,0,0,0,0,,2614,9,1,1,0,2,90,8,0,1,1,0,0,,,20,23,28,0,0,,5,3,,42.90004,-78.88009,183210.02880000044,4757022.134500001
94565,534865,53,WADSWORTH ST,N CB ALLEN ST,S CB NORTH ST,16,30,117ft S of Hudson St        ,South                                             ,1,2018,6,25,Southbound,,44,37,24,19,20,20,75,186,260,161,135,130,150,149,150,146,161,152,138,128,116,103,76,64,2644,1.113,1,2376,275,18,40,2376,193,5,16,1,0,0,0,0,0,0,1,,2632,8,1,1,0,2,90,7,0,1,1,0,0,,,20,23,28,0,0,,5,3,,42.90004,-78.88009,183210.02880000044,4757022.134500001
94566,534865,53,WADSWORTH ST,N CB ALLEN ST,S CB NORTH ST,16,30,117ft S of Hudson St        ,,1,2018,6,25,Combined Total,Y,130,102,75,49,46,34,109,247,356,253,231,249,283,283,298,311,378,427,307,267,257,223,193,169,5277,1.113,1,4742,427,18,80,4717,396,8,40,4,0,0,0,0,0,0,1,,5246,9,1,1,0,2,90,8,0,1,1,0,0,,,20,23,28,0,0,,5,3,,42.90004,-78.88009,183210.02880000044,4757022.134500001
96072,531328,53,SOUTH ELMWOOD,EDWARD ST,VIRGINIA ST,16,30,132' S of Virginia St       ,North                                             ,1,2019,6,10,Northbound,,62,32,26,16,16,28,69,188,250,244,235,270,315,294,278,350,490,610,309,235,203,172,115,94,4901,1.113,1,4403,610,18,21,4339,387,49,61,5,0,0,0,0,0,0,0,,4862,10,2,2,0,0,89,8,1,1,1,0,0,,,17,20,24,0,0,,5,3,,42.89653,-78.87691,183451.7059000004,4756620.3122000005
96073,531328,53,SOUTH ELMWOOD,EDWARD ST,VIRGINIA ST,16,30,132' S of Virginia St       ,South                                             ,1,2019,6,10,Southbound,,68,42,32,24,23,40,129,396,591,349,260,300,336,370,346,400,380,309,274,244,236,166,122,94,5531,1.113,1,4969,610,18,31,4795,487,84,90,7,0,2,2,0,0,0,0,,5498,12,3,3,0,1,87,9,2,2,1,0,0,,,18,21,26,0,0,,5,3,,42.89653,-78.87691,183451.7059000004,4756620.3122000005
96074,531328,53,SOUTH ELMWOOD,EDWARD ST,VIRGINIA ST,16,30,132' S of Virginia St       ,,1,2019,6,10,Combined Total,Y,130,74,58,40,39,68,198,584,841,593,495,570,651,664,624,750,870,919,583,479,439,338,237,188,10432,1.113,1,9372,919,18,52,9134,874,133,151,12,0,2,2,0,0,0,0,,10360,11,3,3,0,1,88,8,1,2,1,0,0,,,17,21,25,0,0,,5,3,,42.89653,-78.87691,183451.7059000004,4756620.3122000005
96075,531330,53,VIRGINIA ST,BEGIN RAMP,BUSTI AVE,16,30,67' W of Busti Ave          ,West                                               / West,1,2019,6,10,Westbound,,68,46,28,22,26,56,143,354,404,300,334,422,430,436,506,816,1110,961,456,324,300,214,185,111,8052,1.113,1,7235,1110,17,19,6876,870,111,136,13,1,11,6,0,0,0,0,,8043,14,3,3,0,0,85,11,1,2,1,0,0,,,32,36,42,0,0,,5,3,,42.8922,-78.88722,182587.56060000043,4756178.2875
96076,531330,53,VIRGINIA ST,BEGIN RAMP,BUSTI AVE,16,30,67' W of Busti Ave          ,,1,2019,6,10,Combined Total,Y,68,46,28,22,26,56,143,354,404,300,334,422,430,436,506,816,1110,961,456,324,300,214,185,111,8052,1.113,1,7235,1110,17,19,6876,870,111,136,13,1,11,6,0,0,0,0,,8043,14,3,3,0,0,85,11,1,2,1,0,0,,,32,36,42,0,0,,5,3,,42.8922,-78.88722,182587.56060000043,4756178.2875
96303,534015,53,ALLEN ST,ELMWOOD AVE,DELAWARE AVE,16,30,133ft W of Park St          ,East                                              ,1,2018,6,25,Eastbound,,44,42,24,23,23,21,67,134,152,138,114,118,141,152,134,127,131,132,116,119,110,94,83,88,2327,1.113,1,2091,152,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,42.89941,-78.87654,183496.67370000016,4756938.7862
96304,534015,53,ALLEN ST,ELMWOOD AVE,DELAWARE AVE,16,30,133ft W of Park St          ,West                                              ,1,2018,6,25,Westbound,,68,55,40,25,17,15,25,68,91,99,108,133,156,144,149,163,203,210,139,143,127,112,98,84,2472,1.113,1,2221,210,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,42.89941,-78.87654,183496.67370000016,4756938.7862
96305,534015,53,ALLEN ST,ELMWOOD AVE,DELAWARE AVE,16,30,133ft W of Park St          ,,1,2018,6,25,Combined Total,Y,112,97,64,48,40,36,92,202,243,237,222,251,297,296,283,290,334,342,255,262,237,206,181,172,4799,1.113,1,4312,342,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,42.89941,-78.87654,183496.67370000016,4756938.7862
96306,534115,53,BRYANT ST,NY384 DELAWARE,ELMWOOD AVE,17,30,215ft E of St Georges Squar ,East                                              ,1,2018,6,25,Eastbound,,15,8,6,4,6,11,35,78,111,81,80,88,95,92,88,95,92,101,83,73,58,55,36,25,1416,1.113,1,1272,111,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,42.90885,-78.87246,183878.14130000025,4757971.8824000005
96307,534115,53,BRYANT ST,NY384 DELAWARE,ELMWOOD AVE,17,30,215ft E of St Georges Squar ,West                                              ,1,2018,6,25,Westbound,,22,10,6,3,4,6,16,47,72,86,84,92,120,95,98,111,119,144,103,83,71,59,44,32,1527,1.113,1,1372,144,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,42.90885,-78.87246,183878.14130000025,4757971.8824000005
96308,534115,53,BRYANT ST,NY384 DELAWARE,ELMWOOD AVE,17,30,215ft E of St Georges Squar ,,1,2018,6,25,Combined Total,Y,37,18,12,7,10,17,51,125,183,167,164,180,215,187,186,206,211,245,186,156,129,114,80,57,2943,1.113,1,2644,245,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,42.90885,-78.87246,183878.14130000025,4757971.8824000005
96689,534292,53,ELMWOOD AVE,SUMMER ST,N CB BRYANT ST,16,30,675ft N of Summer St        ,North                                             ,2,2018,6,25,Northbound,,102,53,36,24,22,45,79,148,243,280,316,361,423,384,388,384,492,569,412,333,317,274,211,140,6036,1.113,0.987,5423,569,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,42.90661,-78.87704,183492.7396999998,4757740.339199999
96690,534292,53,ELMWOOD AVE,SUMMER ST,N CB BRYANT ST,16,30,675ft N of Summer St        ,South                                             ,2,2018,6,25,Southbound,,101,69,43,30,24,55,134,328,464,343,321,336,398,393,369,384,400,382,346,322,313,287,211,157,6210,1.113,0.987,5580,569,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,42.90661,-78.87704,183492.7396999998,4757740.339199999
96691,534292,53,ELMWOOD AVE,SUMMER ST,N CB BRYANT ST,16,30,675ft N of Summer St        ,,2,2018,6,25,Combined Total,Y,203,122,79,54,46,100,213,476,707,623,637,697,821,777,757,768,892,951,758,655,630,561,422,297,12246,1.113,0.987,11003,951,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,42.90661,-78.87704,183492.7396999998,4757740.339199999
96704,534599,53,MICHIGAN AVE,HIGH ST,NORTH ST,16,30,168ft N of High St          ,North                                             ,1,2018,6,25,Northbound,,33,28,13,17,21,60,284,281,239,169,162,197,210,191,213,222,267,292,206,138,104,97,82,57,3583,1.113,1,3219,292,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,42.90075,-78.86297,184611.5728000002,4757036.592
96705,534599,53,MICHIGAN AVE,HIGH ST,NORTH ST,16,30,168ft N of High St          ,South                                             ,1,2018,6,25,Southbound,,28,20,15,9,16,46,99,253,261,204,179,210,229,238,252,304,343,267,201,165,124,80,72,57,3672,1.113,1,3299,343,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,42.90075,-78.86297,184611.5728000002,4757036.592
